Artist,Track,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Paris - Acoustic Version,0.849,0.716,0.331,0,2,0.0996,-8.245,0.0464,91.12
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,All The Stars,0.932,0.468,0.289,0,1,0.108,-10.788,0.0395,81.952
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,A Bible Of Mermaid Pictures - Acoustic,0.902,0.456,0.379,3.89e-06,2,0.132,-8.669,0.0364,125.685
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Runnin (Lose it All),0.879,0.4,0.207,0,5,0.104,-14.981,0.0543,133.307
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Too Good At Goodbyes,0.972,0.533,0.202,0,6,0.156,-12.933,0.0484,79.913
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Blue Jeans,0.84,0.409,0.272,0,3,0.116,-9.565,0.0481,78.789
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Take Me to Church,0.471,0.467,0.405,0,7,0.408,-7.018,0.0416,124.793
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Shameless,0.656,0.488,0.501,0,8,0.14,-6.856,0.0303,99.945
Sofia Karlberg,2msPoIYdnKVeuOOM960FC2,Lonely Together,0.896,0.306,0.248,0,1,0.104,-11.211,0.0596,74.374
gnash,3iri9nBFs9e4wN7PLIetAw,|i hate u, i love u (feat. olivia o'brien)|,0.687,0.492,0.275,0,6,0.101,-13.4,0.3,92.6
gnash,3iri9nBFs9e4wN7PLIetAw,imagine if,0.559,0.906,0.454,0,8,0.242,-6.726,0.248,92.049
gnash,3iri9nBFs9e4wN7PLIetAw,the broken hearts club,0.801,0.62,0.288,0,4,0.344,-9.431,0.123,100.385
gnash,3iri9nBFs9e4wN7PLIetAw,dear insecurity (feat. ben abraham),0.519,0.688,0.348,0,5,0.341,-8.227,0.149,84.909
gnash,3iri9nBFs9e4wN7PLIetAw,feelings fade,0.819,0.654,0.235,0,2,0.0891,-11.292,0.159,88.903
gnash,3iri9nBFs9e4wN7PLIetAw,Lights Down Low,0.0458,0.622,0.571,0,0,0.122,-5.338,0.0493,81.059
gnash,3iri9nBFs9e4wN7PLIetAw,lonely again,0.489,0.551,0.195,0,9,0.0818,-13.638,0.085,143.978
gnash,3iri9nBFs9e4wN7PLIetAw,tell me it's okay,0.425,0.67,0.548,0,1,0.0926,-8.963,0.325,134.87
gnash,3iri9nBFs9e4wN7PLIetAw,rumours (feat. mark johns),0.68,0.844,0.262,0,0,0.111,-14.08,0.0899,104.945
gnash,3iri9nBFs9e4wN7PLIetAw,ilusm,0.901,0.476,0.193,0,0,0.107,-15.306,0.404,172.518
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,hate u love u,0.71,0.401,0.398,0,6,0.0962,-8.993,0.183,180.293
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Complicated,0.694,0.657,0.355,0.000427,7,0.123,-12.044,0.0714,74.99
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,RIP (feat. G-Eazy & Drew Love),0.422,0.728,0.646,0,5,0.0899,-4.387,0.0463,103.983
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Tequilawine,0.505,0.705,0.595,0,6,0.0813,-7.489,0.313,140.06
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Fuck Feelings,0.251,0.817,0.36,0,8,0.195,-6.45,0.0433,105.017
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Find What You're Looking For,0.53,0.726,0.413,0,7,0.0919,-11.515,0.0877,120.584
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Trust Issues,0.0961,0.58,0.375,0,7,0.17,-10.328,0.061,92.98
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,I Don't Exist,0.189,0.743,0.529,0,11,0.267,-7.305,0.0532,124.902
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,Root Beer Float,0.345,0.746,0.662,0,7,0.158,-4.021,0.0513,140.055
Olivia O'Brien,1QRj3hoop9Mv5VvHQkwPEp,UDK,0.208,0.77,0.792,0.000501,1,0.377,-7.755,0.248,123.972
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Moonlight,0.399,0.737,0.734,0,7,0.323,-4.71,0.156,91.999
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Clearly,0.125,0.663,0.673,1.58e-06,10,0.248,-6.152,0.0586,98.0
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,So Much More Than This,0.136,0.742,0.522,0,5,0.0422,-4.111,0.152,180.039
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,I Don't Know My Name,0.775,0.548,0.221,0,0,0.109,-8.383,0.0401,140.649
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Beautiful Thing,0.883,0.502,0.156,0,0,0.0864,-9.155,0.0556,164.191
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Clay,0.862,0.497,0.246,0,7,0.111,-7.435,0.0344,79.095
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Escape My Mind,0.0965,0.731,0.808,0,7,0.535,-3.975,0.0506,95.019
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,City Song,0.194,0.545,0.563,0,1,0.306,-5.874,0.0556,99.847
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Florets,0.182,0.67,0.705,2.08e-05,3,0.101,-5.573,0.126,116.052
Grace VanderWaal,3YdT8QvV4QvY4DfVJhxdcZ,Just A Crush,0.437,0.642,0.532,0,0,0.267,-6.03,0.0354,98.033
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Pretty Girl - Cheat Codes X CADE Remix,0.15,0.703,0.868,0.132,7,0.104,-4.661,0.0291,121.03
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Obsessed,0.0182,0.822,0.575,4.45e-05,6,0.109,-4.587,0.0464,110.028
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Pretty Girl,0.298,0.456,0.764,0,10,0.229,-3.584,0.148,124.971
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Couple of Kids,0.64,0.62,0.422,9.05e-06,4,0.213,-4.525,0.0309,128.154
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Knocking on Your Heart,0.107,0.469,0.729,0.0105,2,0.0884,-7.159,0.0866,149.67
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Things,0.305,0.491,0.332,0.00136,2,0.176,-8.277,0.111,188.023
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Pretty Girl - ye. Remix,0.151,0.572,0.713,2.19e-06,10,0.0956,-5.963,0.372,190.059
Maggie Lindemann,0uGk2czvcpWQA383Im6ajf,Pretty Girl - Taylor Wise Remix,0.0688,0.484,0.811,0,10,0.0955,-5.088,0.153,195.846
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Prom Queen,0.0495,0.601,0.706,0,6,0.0982,-4.537,0.0458,91.996
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,His Daughter,0.874,0.465,0.153,0,6,0.117,-8.85,0.0708,168.938
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Footprints,0.794,0.514,0.353,0,10,0.105,-8.28,0.0499,135.922
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,His Daughter (Acoustic Version),0.915,0.581,0.114,0,6,0.105,-9.422,0.0456,120.491
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,On Again,0.142,0.49,0.482,0,6,0.109,-7.235,0.0546,130.017
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Good Die Young,0.0136,0.575,0.703,0,8,0.178,-5.415,0.044,147.043
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Compromise,0.0998,0.711,0.689,0,10,0.0923,-5.41,0.112,99.01
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,Not Over You,0.0402,0.651,0.878,0,10,0.087,-4.023,0.0425,93.994
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,I Don't Know,0.348,0.786,0.466,6.93e-06,1,0.105,-5.392,0.11,78.027
Molly Kate Kestner,390x0qxDdsMmN20RAwspbf,It's You - Spirix Remix,0.54,0.711,0.663,0,10,0.103,-5.567,0.0938,75.034
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,You're My Girl (Lost Recording #6),0.928,0.45,0.189,0.000843,8,0.104,-11.423,0.0519,66.945
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,All We've Done (Lost Recording #9),0.929,0.383,0.232,5.06e-06,5,0.102,-11.247,0.0708,75.816
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Dear June (Lost Recording #7),0.874,0.439,0.338,1.62e-05,11,0.141,-10.266,0.0378,132.593
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Found My Way (Stripped),0.915,0.429,0.238,0.000161,9,0.0927,-10.181,0.0322,134.712
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Lightning (Lost Recording #4),0.931,0.384,0.135,3.97e-06,1,0.366,-11.855,0.051,85.057
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Weapons (Stripped) [Lost Recording #3],0.816,0.576,0.365,0.000592,4,0.298,-9.815,0.0437,121.088
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Hwy 18,0.885,0.485,0.228,3.65e-05,9,0.112,-11.23,0.0292,135.866
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Whiskey (Lost Recording #5),0.865,0.408,0.199,0.0031,0,0.111,-8.696,0.0316,128.977
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,In the End (Lost Recording #10),0.892,0.405,0.227,6.32e-06,7,0.129,-9.586,0.0395,144.621
Mark Diamond,7Il2FrLyoQt0JlyhJRDL1c,Fade to Black (Stripped) [Lost Recording #2],0.781,0.657,0.36,1.12e-05,1,0.133,-8.412,0.0446,119.767
Astrid S,3AVfmawzu83sp94QW7CEGm,Emotion,0.0125,0.402,0.75,0.00192,0,0.396,-6.607,0.0567,146.223
Astrid S,3AVfmawzu83sp94QW7CEGm,Think Before I Talk,0.364,0.773,0.595,0,5,0.154,-5.689,0.154,122.043
Astrid S,3AVfmawzu83sp94QW7CEGm,Hurts So Good,0.084,0.675,0.609,0,7,0.0957,-5.027,0.0586,120.039
Astrid S,3AVfmawzu83sp94QW7CEGm,Such A Boy,0.0555,0.663,0.789,1.06e-06,6,0.0828,-5.167,0.102,94.985
Astrid S,3AVfmawzu83sp94QW7CEGm,Paper Thin - Live From Studio,0.889,0.545,0.114,1.3e-06,1,0.0973,-12.939,0.0377,86.981
Astrid S,3AVfmawzu83sp94QW7CEGm,Just For One Night (feat. Astrid S),0.277,0.814,0.539,0,8,0.0699,-8.48,0.171,118.005
Astrid S,3AVfmawzu83sp94QW7CEGm,Running Out,0.0856,0.601,0.682,0.00384,10,0.132,-5.905,0.0338,94.999
Astrid S,3AVfmawzu83sp94QW7CEGm,Think Before I Talk - Acoustic,0.947,0.767,0.23,0,5,0.104,-8.766,0.054,106.895
Astrid S,3AVfmawzu83sp94QW7CEGm,Breathe,0.0366,0.736,0.724,5.28e-05,1,0.166,-5.784,0.0577,96.984
Astrid S,3AVfmawzu83sp94QW7CEGm,Running Out - Live From The Studio,0.984,0.621,0.217,4.15e-05,10,0.144,-7.37,0.0507,84.089
Sara Farell,39S7Y72G0tdDPy2INGFicV,It Aint Me,0.797,0.354,0.415,0,9,0.107,-6.578,0.0289,175.537
Sara Farell,39S7Y72G0tdDPy2INGFicV,I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,0.784,0.656,0.349,0,0,0.138,-6.841,0.0289,118.026
Sara Farell,39S7Y72G0tdDPy2INGFicV,One Kiss,0.924,0.387,0.199,0,7,0.109,-11.728,0.0327,172.985
Sara Farell,39S7Y72G0tdDPy2INGFicV,Issues - Acoustic,0.742,0.627,0.307,0,6,0.106,-6.994,0.0313,104.669
Sara Farell,39S7Y72G0tdDPy2INGFicV,Psycho,0.9,0.716,0.22,0,5,0.11,-10.09,0.0317,105.921
Sara Farell,39S7Y72G0tdDPy2INGFicV,Teenage Dream,0.937,0.53,0.0776,0,6,0.122,-15.478,0.0462,179.911
Sara Farell,39S7Y72G0tdDPy2INGFicV,Promises,0.899,0.572,0.229,0,6,0.139,-13.671,0.0292,101.009
Sara Farell,39S7Y72G0tdDPy2INGFicV,How To Love,0.869,0.702,0.175,0,11,0.0995,-13.356,0.0672,136.068
Sara Farell,39S7Y72G0tdDPy2INGFicV,Sombody else - Acoustic,0.841,0.444,0.316,0,2,0.138,-7.751,0.0429,201.64
Sara Farell,39S7Y72G0tdDPy2INGFicV,I Don't Wanna Live Forever - Taladego Tropical Mix,0.111,0.652,0.691,0.000271,0,0.397,-6.365,0.0343,118.007
Wrabel,7r2uG6BlFXKcwmh9ItqlII,11 Blocks,0.0216,0.553,0.711,0,0,0.142,-4.275,0.0378,99.515
Wrabel,7r2uG6BlFXKcwmh9ItqlII,The Village,0.534,0.55,0.363,0,5,0.128,-7.326,0.0336,121.94
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Bloodstain,0.0244,0.564,0.668,1.15e-05,6,0.168,-6.578,0.0442,79.99
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Ritual,0.0636,0.591,0.672,0,0,0.288,-6.553,0.0379,108.938
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Poetry,0.0208,0.575,0.478,1.11e-05,8,0.144,-5.517,0.0314,125.968
Wrabel,7r2uG6BlFXKcwmh9ItqlII,We Could Be Beautiful,0.0325,0.695,0.643,0.000823,5,0.104,-5.081,0.0321,107.005
Wrabel,7r2uG6BlFXKcwmh9ItqlII,It's You,0.0874,0.538,0.76,0,2,0.0692,-3.828,0.0282,135.072
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Written In The Scars (feat. Wrabel),0.0837,0.585,0.642,8.34e-05,5,0.277,-4.718,0.0548,99.86
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Ten Feet Tall,0.635,0.222,0.442,0,0,0.11,-8.046,0.0345,202.982
Wrabel,7r2uG6BlFXKcwmh9ItqlII,Bloodstain - Galantis Remix,0.0548,0.626,0.728,0.000694,6,0.12,-4.304,0.173,159.799
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Rules of Beautiful,0.735,0.386,0.286,0,4,0.0906,-9.073,0.0301,137.088
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Not My Type at All,0.571,0.544,0.53,0,4,0.177,-10.774,0.0542,89.885
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Ohio,0.457,0.561,0.539,0,11,0.105,-6.932,0.039,147.885
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Killing Me,0.123,0.654,0.586,1.3e-05,6,0.0866,-6.62,0.105,74.983
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Let's Be Birds,0.0592,0.684,0.695,0,9,0.0803,-6.895,0.0281,94.985
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Why Can't We All Just Get Along,0.0971,0.547,0.736,0,2,0.359,-5.568,0.0829,83.967
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Lovesick,0.107,0.599,0.818,0,6,0.103,-3.227,0.0845,96.031
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Open Book,0.421,0.474,0.635,0,4,0.103,-5.86,0.048,128.04
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Words,0.211,0.581,0.468,0,3,0.112,-9.281,0.0273,132.082
Jacob Whitesides,05tyvnDgYMhgagYbUx9td4,Billboard (If I'm Honest),0.119,0.642,0.669,0,7,0.128,-7.214,0.0376,98.994
Christian Akridge,14x09CWnER34AB2uITdUAp,Please Notice,0.843,0.55,0.271,3.21e-06,2,0.107,-8.451,0.0297,111.344
Christian Akridge,14x09CWnER34AB2uITdUAp,Can't Help Falling in Love,0.983,0.608,0.269,1.96e-06,0,0.337,-7.201,0.0329,126.372
Christian Akridge,14x09CWnER34AB2uITdUAp,Hope,0.824,0.444,0.564,0,6,0.0953,-4.836,0.0312,78.772
Christian Akridge,14x09CWnER34AB2uITdUAp,Safe and Sound,0.835,0.376,0.468,0,7,0.0998,-7.793,0.0328,154.651
Christian Akridge,14x09CWnER34AB2uITdUAp,Use Somebody,0.932,0.45,0.255,0,0,0.108,-7.952,0.0406,135.33
Christian Akridge,14x09CWnER34AB2uITdUAp,Shadows,0.811,0.406,0.484,0,10,0.371,-4.763,0.0333,133.986
Christian Akridge,14x09CWnER34AB2uITdUAp,Riptide,0.931,0.417,0.15,0,0,0.353,-11.23,0.0541,84.178
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Home with You,0.067,0.631,0.599,0,7,0.0952,-6.137,0.0878,170.122
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Dead,0.4,0.583,0.7,0,2,0.183,-4.969,0.211,103.072
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Teenager in Love,0.301,0.673,0.579,5.82e-06,0,0.0705,-5.398,0.0278,109.976
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Fools,0.028,0.743,0.793,0,6,0.157,-3.864,0.0388,120.897
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,HeartLess,0.209,0.636,0.44,0,10,0.0942,-7.354,0.0303,100.046
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Tyler Durden,0.831,0.672,0.258,0,0,0.51,-11.328,0.0349,119.865
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Say It to My Face,0.169,0.753,0.566,0,11,0.276,-4.763,0.435,113.884
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,All For Love,0.00756,0.654,0.734,2.82e-05,1,0.0659,-4.848,0.0753,119.842
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Home with You - Alphalove Remix,0.0297,0.692,0.744,0.000213,7,0.0514,-5.447,0.0416,124.022
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,Melodies,0.0545,0.483,0.917,0,6,0.33,-2.669,0.229,178.291
Peter Manos,4K9aclpXgCPNFGEqRlFPal,In My Head,0.745,0.499,0.181,0.00123,9,0.106,-15.359,0.0429,111.956
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,I Wanna Know (feat. Bea Miller),0.0253,0.661,0.725,0,6,0.123,-4.859,0.0563,119.927
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,like that,0.212,0.684,0.468,0,6,0.474,-5.817,0.0514,62.013
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,I Wanna Know - Acoustic,0.758,0.668,0.403,0,6,0.184,-5.321,0.0362,120.057
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,S.L.U.T.,0.0543,0.729,0.765,0,8,0.129,-4.472,0.0693,94.966
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,yes girl,0.0618,0.549,0.729,0,5,0.193,-4.997,0.0318,98.933
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,Fire N Gold,0.00404,0.54,0.858,0,6,0.34,-5.439,0.0435,143.996
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,i can't breathe,0.899,0.374,0.195,0.0016,11,0.11,-10.932,0.0277,82.819
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,girlfriend,0.339,0.804,0.666,0,7,0.122,-4.138,0.224,132.936
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,motherlove,0.00114,0.552,0.902,0,8,0.119,-3.728,0.223,155.893
Bea Miller,1o2NpYGqHiCq7FoiYdyd1x,song like you,0.17,0.707,0.744,3.26e-05,5,0.165,-5.182,0.0919,87.046
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Hoodie,0.0126,0.688,0.699,6.16e-06,11,0.391,-5.0,0.0445,94.935
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Guys My Age,0.106,0.69,0.663,0,8,0.0659,-5.248,0.0352,122.041
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,O.D.D.,0.00935,0.553,0.611,1.04e-06,6,0.149,-6.468,0.0464,154.094
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Break My Heart,0.069,0.589,0.803,0,4,0.471,-5.716,0.0771,141.915
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Fuqboi,0.0401,0.476,0.695,0,2,0.0682,-6.837,0.163,200.167
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Unholy,0.0066,0.514,0.798,0,5,0.227,-5.99,0.154,162.008
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Brand New Moves,0.0539,0.793,0.813,0,9,0.893,-5.519,0.084,110.002
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Like Lovers Do,0.65,0.594,0.318,0,1,0.0751,-6.332,0.0313,73.668
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Pure,0.000559,0.571,0.814,0.000131,4,0.101,-4.866,0.0649,104.055
Hey Violet,4JNfz6aO9ZFz0gp5GY88am,Congratulations - Recorded At Spotify Studios NYC,0.0537,0.716,0.566,1.67e-05,11,0.109,-9.012,0.0434,123.007
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,No Right To Love You - Acoustic,0.866,0.531,0.269,0,1,0.116,-10.6,0.0406,84.186
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Be Your Man,0.887,0.65,0.197,0,9,0.107,-10.998,0.0554,79.838
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Reason To Hate You,0.907,0.675,0.202,0,1,0.245,-10.719,0.23,72.062
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Bad Timing,0.435,0.682,0.354,0,2,0.0931,-8.614,0.0263,90.001
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Living In The City,0.392,0.684,0.587,0,5,0.134,-8.412,0.0405,132.09
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Waking Up Without You,0.165,0.545,0.486,1.09e-05,9,0.115,-8.715,0.15,74.319
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Bloodstains,0.174,0.772,0.525,0,9,0.0518,-8.315,0.0458,99.048
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Wish I Was Sober,0.0311,0.69,0.77,0,0,0.106,-6.481,0.0317,124.001
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,I Know The Feeling,0.11,0.748,0.488,0,5,0.206,-7.753,0.0281,93.444
Rhys Lewis,4T2k9bgIoC8bbqjqiEl9vZ,Don't Wanna Believe It - Acoustic,0.294,0.75,0.298,0,2,0.0754,-10.612,0.128,96.241
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Beautiful Escape,0.0684,0.944,0.514,0.00209,5,0.103,-7.895,0.195,120.004
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Love Song,0.00531,0.768,0.682,0,2,0.106,-4.856,0.101,110.055
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,You Come First (feat. Saweetie),0.0352,0.745,0.719,0,11,0.0639,-4.291,0.19,99.962
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Still Want UUU,0.0429,0.681,0.799,0,6,0.104,-3.197,0.0442,111.906
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Unstable,0.0117,0.696,0.717,0,11,0.1,-4.158,0.0334,105.975
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Awakening,0.0561,0.706,0.942,0.000598,6,0.564,-2.357,0.0697,100.011
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,All I Ever Do (Is Say Goodbye),0.0215,0.629,0.859,0,11,0.217,-3.127,0.0273,106.016
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Beautiful Life,0.0397,0.48,0.776,0,5,0.0994,-3.098,0.0887,105.074
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Deserve to Be Loved,0.109,0.554,0.547,1.73e-06,11,0.117,-5.51,0.0527,131.815
Zak Abel,6Gk5hoM7eW8NSCYhICMDHw,Broken,0.101,0.667,0.49,7.63e-06,0,0.115,-7.787,0.0431,90.065
Rhys,5yMkHmsdRZA4OVeCylF4xU,Too Good To Be True,0.111,0.658,0.67,0,0,0.167,-6.99,0.119,102.019
Rhys,5yMkHmsdRZA4OVeCylF4xU,Maybe I Will Learn,0.92,0.592,0.317,0,9,0.0889,-9.659,0.0675,125.484
Rhys,5yMkHmsdRZA4OVeCylF4xU,Like You Mean It,0.0576,0.395,0.744,0,9,0.0702,-6.59,0.245,115.973
Rhys,5yMkHmsdRZA4OVeCylF4xU,Starfish (feat. FELIX SANDMAN),0.0295,0.601,0.64,4.3e-06,4,0.145,-6.368,0.0358,99.986
Rhys,5yMkHmsdRZA4OVeCylF4xU,Last Dance,0.153,0.521,0.714,3.44e-05,2,0.124,-5.942,0.0672,103.566
Rhys,5yMkHmsdRZA4OVeCylF4xU,Swallow Your Pride,0.898,0.569,0.196,0.000134,8,0.113,-6.243,0.0343,73.937
Rhys,5yMkHmsdRZA4OVeCylF4xU,No Vacancy,0.256,0.527,0.66,0,10,0.11,-5.961,0.146,175.956
Rhys,5yMkHmsdRZA4OVeCylF4xU,The World Is A Beautiful Place - From the movie "Vilken jävla cirkus",0.659,0.503,0.442,0,9,0.119,-8.027,0.0548,131.948
Rhys,5yMkHmsdRZA4OVeCylF4xU,Doomed,0.0209,0.79,0.54,0.000117,5,0.139,-7.407,0.174,148.028
Rhys,5yMkHmsdRZA4OVeCylF4xU,No Vacancy - Fox Blanco Remix,0.0519,0.686,0.855,2.2e-05,10,0.0853,-5.43,0.0393,99.99
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,A closeness,0.766,0.47,0.451,0.000232,5,0.108,-9.369,0.0412,77.109
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Power Over Me,0.0558,0.412,0.839,0,9,0.116,-4.222,0.118,116.854
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,After Rain,0.521,0.467,0.412,0.00367,11,0.107,-9.609,0.0318,132.777
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Young & Free,0.0845,0.487,0.63,0,8,0.109,-6.053,0.0432,153.131
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Glory,0.0346,0.394,0.606,1.05e-06,2,0.0804,-7.345,0.0648,77.026
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,|Heartless - Recorded At RAK Studios, London|,0.226,0.444,0.535,0,9,0.212,-7.051,0.055,88.033
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Moments Passed,0.0646,0.553,0.729,2.22e-05,9,0.194,-6.926,0.0496,119.973
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,Boston,0.19,0.533,0.438,0.00145,4,0.383,-10.903,0.0392,116.053
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,An Evening I Will Not Forget / Furthest Thing,0.741,0.489,0.261,0.000215,9,0.192,-15.061,0.0474,121.338
Dermot Kennedy,5KNNVgR6LBIABRIomyCwKJ,All My Friends,0.475,0.535,0.533,5.26e-06,0,0.358,-9.253,0.0367,105.172
Juke Ross,3mDo5Nv0SWpslJe9HzA2xY,Colour Me,0.591,0.54,0.327,0,8,0.356,-8.364,0.0371,80.578
Juke Ross,3mDo5Nv0SWpslJe9HzA2xY,Fresh Roses,0.65,0.763,0.296,0,1,0.135,-10.611,0.0457,90.959
